id,nombre,marca,categoria,descripcion,sku_caja,precio_caja,cantidad_caja,sku_paquete,precio_paquete,cantidad_paquete,unidad,foto,disponible
188,Popote azul PHA Bio soluble Jumbo 21 cm x .5 mm,PHA,Cubiertos y Accesorios,Popote azul PHA Bio soluble Jumbo 21 cm x .5 mm,001PHA,3429.77,3750,001PHAP,395.83,375,Pzas,popote-azul-pha-bio-soluble-jumbo-21-cm-x-5-mm.jpg,TRUE
189,Popote blanco 21 cm estuchado compostable PLA,PLA,Cubiertos y Accesorios,Popote blanco 21 cm estuchado compostable PLA,060PLA,1763.64,5000,060PLAP,215.56,500,Pzas,popote-blanco-21-cm-estuchado-compostable-pla.jpg,TRUE
190,Popote blanco grueso 24x1 cm estuchado PLA,PLA,Cubiertos y Accesorios,Popote blanco grueso 24x1 cm estuchado PLA,063PLA,2831.50,2000,063PLAP,408.64,250,Pzas,popote-blanco-grueso-24x1-cm-estuchado-pla.jpg,TRUE
191,Popote negro 21 cm estuchado compostable PLA,PLA,Cubiertos y Accesorios,Popote negro 21 cm estuchado compostable PLA,061PLA,2181.82,5000,061PLAP,266.67,500,Pzas,popote-negro-21-cm-estuchado-compostable-pla.jpg,TRUE
192,Popote/cuchara 26x.06 cm estuchado PLA,PLA,Cubiertos y Accesorios,Popote/cuchara 26x.06 cm estuchado PLA,062PLA,1761.68,1200,062PLAP,523.61,300,Pzas,popotecuchara-26x06-cm-estuchado-pla.jpg,TRUE
193,Almeja 8x8 c/3 div transparente PLA,PLA,Almejas,Almeja 8x8 c/3 div transparente PLA,003PLA,5038.18,250,003PLAP,1428.60,50,Pzas,almeja-8x8-c3-div-transparente-pla.jpg,TRUE
194,Almeja 8x8 transparente lisa PLA,PLA,Almejas,Almeja 8x8 transparente lisa PLA,002PLA,6165.46,250,002PLAP,1507.11,50,Pzas,almeja-8x8-transparente-lisa-pla.jpg,TRUE
195,Almeja 9x5x3 lisa transparente PLA,PLA,Almejas,Almeja 9x5x3 lisa transparente PLA,004PLA,3309.09,250,004PLAP,808.89,50,Pzas,almeja-9x5x3-lisa-transparente-pla.jpg,TRUE
196,Charola Bandeja de sushi con tapa 7x5X2 PLA,PLA,Cajas y Charolas,Charola Bandeja de sushi con tapa 7x5X2 PLA,033PLA,2214.17,300,033PLAP,851.27,100,Pzas,charola-bandeja-de-sushi-con-tapa-7x5x2-pla.jpg,TRUE
197,Copa souffle 1 oz transparente PLA,PLA,Copas,Copa souffle 1 oz transparente PLA,005PLA,5946.45,3000,005PLAP,226.56,100,Pzas,copa-souffle-1-oz-transparente-pla.jpg,TRUE
198,Copa souffle 2 oz transparente PLA,PLA,Copas,Copa souffle 2 oz transparente PLA,006PLA,3040.88,2500,006PLAP,140.43,100,Pzas,copa-souffle-2-oz-transparente-pla.jpg,TRUE
199,Copa souffle 4 oz transparente PLA,PLA,Copas,Copa souffle 4 oz transparente PLA,008PLA,3352.44,2000,008PLAP,177.40,100,Pzas,copa-souffle-4-oz-transparente-pla.jpg,TRUE
200,Deli rectangular 12 oz transparente PLA,PLA,Contenedores,Deli rectangular 12 oz transparente PLA,021PLA,4365.98,900,021PLAP,554.48,100,Pzas,deli-rectangular-12-oz-transparente-pla.jpg,TRUE
201,Deli rectangular 16 oz transparente PLA,PLA,Contenedores,Deli rectangular 16 oz transparente PLA,022PLA,5805.48,900,022PLAP,737.30,100,Pzas,deli-rectangular-16-oz-transparente-pla.jpg,TRUE
202,Deli rectangular 24 oz transparente PLA,PLA,Contenedores,Deli rectangular 24 oz transparente PLA,023PLA,4665.57,600,023PLAP,861.86,100,Pzas,deli-rectangular-24-oz-transparente-pla.jpg,TRUE
203,Deli rectangular 32 oz transparente PLA,PLA,Contenedores,Deli rectangular 32 oz transparente PLA,024PLA,5270.24,600,024PLAP,973.56,100,Pzas,deli-rectangular-32-oz-transparente-pla.jpg,TRUE
204,Deli rectangular 8 oz transparente PLA,PLA,Contenedores,Deli rectangular 8 oz transparente PLA,020PLA,4038.99,900,020PLAP,512.95,100,Pzas,deli-rectangular-8-oz-transparente-pla.jpg,TRUE
205,Deli redondo 12 oz transparente PLA,PLA,Contenedores,Deli redondo 12 oz transparente PLA,011PLA,4881.89,1000,011PLAP,281.82,50,Pzas,deli-redondo-12-oz-transparente-pla.jpg,TRUE
206,Deli redondo 16 oz transparente PLA,PLA,Contenedores,Deli redondo 16 oz transparente PLA,012PLA,5942.36,1000,012PLAP,343.04,50,Pzas,deli-redondo-16-oz-transparente-pla.jpg,TRUE
207,Deli redondo 24 oz transparente PLA,PLA,Contenedores,Deli redondo 24 oz transparente PLA,013PLA,4066.39,500,013PLAP,469.48,50,Pzas,deli-redondo-24-oz-transparente-pla.jpg,TRUE
208,Deli redondo 32 oz transparente PLA,PLA,Contenedores,Deli redondo 32 oz transparente PLA,014PLA,5290.33,500,014PLAP,610.79,50,Pzas,deli-redondo-32-oz-transparente-pla.jpg,TRUE
209,Deli redondo 8 oz transparente PLA,PLA,Contenedores,Deli redondo 8 oz transparente PLA,010PLA,4181.48,1000,010PLAP,241.39,50,Pzas,deli-redondo-8-oz-transparente-pla.jpg,TRUE
210,Ensaladera 16 oz transparente PLA,PLA,Contenedores,Ensaladera 16 oz transparente PLA,027PLA,2559.00,450,027PLAP,327.95,50,Pzas,ensaladera-16-oz-transparente-pla.jpg,TRUE
211,Ensaladera 24 oz transparente PLA,PLA,Contenedores,Ensaladera 24 oz transparente PLA,028PLA,4426.03,600,028PLAP,418.79,50,Pzas,ensaladera-24-oz-transparente-pla.jpg,TRUE
212,Ensaladera 32 oz transparente PLA,PLA,Contenedores,Ensaladera 32 oz transparente PLA,029PLA,5400.00,600,029PLAP,517.47,50,Pzas,ensaladera-32-oz-transparente-pla.jpg,TRUE
213,Ensaladera 48 oz transparente PLA,PLA,Contenedores,Ensaladera 48 oz transparente PLA,030PLA,4004.72,300,030PLAP,772.15,50,Pzas,ensaladera-48-oz-transparente-pla.jpg,TRUE
214,Hamburguesero liso 6x6 transparente PLA,PLA,Cajas y Charolas,Hamburguesero liso 6x6 transparente PLA,001PLA,3127.82,250,001PLAP,1911.45,125,Pzas,hamburguesero-liso-6x6-transparente-pla.jpg,TRUE
215,Tapa Contenedor Redondo 16/32 oz transparente Pla,PLA,Contenedores,Tapa Contenedor Redondo 16/32 oz transparente Pla,049.1PLA,1716.30,300,049.1PLAP,317.05,50,Pzas,tapa-contenedor-redondo-1632-oz-transparente-pla.jpg,TRUE
216,Tapa Contenedor Redondo 44 oz transparente Pla,PLA,Contenedores,Tapa Contenedor Redondo 44 oz transparente Pla,049.2PLA,2231.50,300,049.2PLAP,412.22,50,Pzas,tapa-contenedor-redondo-44-oz-transparente-pla.jpg,TRUE
217,Tapa copa souffle 2 oz transparente PLA,PLA,Tapas,Tapa copa souffle 2 oz transparente PLA,007PLA,2774.87,2500,007PLAP,160.19,100,Pzas,tapa-copa-souffle-2-oz-transparente-pla.jpg,TRUE
218,Tapa copa souffle 4 oz transparente PLA,PLA,Tapas,Tapa copa souffle 4 oz transparente PLA,009PLA,1859.71,2000,009PLAP,113.20,100,Pzas,tapa-copa-souffle-4-oz-transparente-pla.jpg,TRUE
219,Tapa Deli rectangular 24/32 oz transparente PLA,PLA,Contenedores,Tapa Deli rectangular 24/32 oz transparente PLA,026PLA,3620.47,600,026PLAP,322.27,50,Pzas,tapa-deli-rectangular-2432-oz-transparente-pla.jpg,TRUE
220,Tapa Deli rectangular 8/12/16 oz transparente PLA,PLA,Contenedores,Tapa Deli rectangular 8/12/16 oz transparente PLA,025PLA,3489.13,900,025PLAP,443.12,100,Pzas,tapa-deli-rectangular-81216-oz-transparente-pla.jpg,TRUE
221,Tapa Deli redondo 8/12/16/24/32 oz transparente PLA,PLA,Contenedores,Tapa Deli redondo 8/12/16/24/32 oz transparente PLA,015PLA,2889.95,500,015PLAP,333.66,50,Pzas,tapa-deli-redondo-812162432-oz-transparente-pla.jpg,TRUE
222,Tapa ensaladera 16 oz transparente PLA,PLA,Contenedores,Tapa ensaladera 16 oz transparente PLA,031PLA,1666.13,450,031PLAP,213.52,50,Pzas,tapa-ensaladera-16-oz-transparente-pla.jpg,TRUE
223,Tapa ensaladera 24/32/48 oz transparente PLA 600 Pzas.,PLA,Contenedores,Tapa ensaladera 24/32/48 oz transparente PLA 600 Pzas.,032PLA,4329.82,,032PLAP,372.44,50,Pzas,tapa-ensaladera-243248-oz-transparente-pla-600-pzas.jpg,TRUE
224,Cuchara nevera premium blanca PLA,PLA,Cubiertos y Accesorios,Cuchara nevera premium blanca PLA,053PLA,2348.02,3000,053PLAP,181.63,200,Pzas,cuchara-nevera-premium-blanca-pla.jpg,TRUE
225,Cuchara premium blanca PLA,PLA,Cubiertos y Accesorios,Cuchara premium blanca PLA,054PLA,1981.10,1000,054PLAP,114.36,50,Pzas,cuchara-premium-blanca-pla.jpg,TRUE
226,Cuchillo premium blanco PLA,PLA,Cubiertos y Accesorios,Cuchillo premium blanco PLA,056PLA,1981.10,1000,056PLAP,114.36,50,Pzas,cuchillo-premium-blanco-pla.jpg,TRUE
227,Tenedor premium blanco PLA,PLA,Cubiertos y Accesorios,Tenedor premium blanco PLA,055PLA,1984.26,1000,055PLAP,114.55,50,Pzas,tenedor-premium-blanco-pla.jpg,TRUE
228,Tenedor/Cuchara (spork) premium blanco PLA,PLA,Cubiertos y Accesorios,Tenedor/Cuchara (spork) premium blanco PLA,057PLA,2001.58,1000,057PLAP,115.55,50,Pzas,tenedorcuchara-spork-premium-blanco-pla.jpg,TRUE
229,Inserto 4 oz p/vaso 9 oz transparente PLA,PLA,Vasos,Inserto 4 oz p/vaso 9 oz transparente PLA,040PLA,2760.64,1000,040PLAP,318.73,100,Pzas,inserto-4-oz-pvaso-9-oz-transparente-pla.jpg,TRUE
230,Tapa domo c/agujero p/vaso 12/16/24 oz transparente PLA,PLA,Vasos,Tapa domo c/agujero p/vaso 12/16/24 oz transparente PLA,046.1PLA,1607.56,1000,046.1PLAP,185.60,100,Pzas,tapa-domo-cagujero-pvaso-121624-oz-transparente-pla.jpg,TRUE
231,Tapa domo c/agujero p/vaso 16/24 oz transparente PLA,PLA,Vasos,Tapa domo c/agujero p/vaso 16/24 oz transparente PLA,046.0PLA,1854.07,1000,046.0PLAP,222.49,100,Pzas,tapa-domo-cagujero-pvaso-1624-oz-transparente-pla.jpg,TRUE
232,Tapa domo c/agujero p/vaso 9/12 oz transparente PLA,PLA,Vasos,Tapa domo c/agujero p/vaso 9/12 oz transparente PLA,043PLA,1869.53,1000,043PLAP,224.34,100,Pzas,tapa-domo-cagujero-pvaso-912-oz-transparente-pla.jpg,TRUE
233,Tapa plana c/agujero p/vaso 12/16/24 oz transparente PLA,PLA,Vasos,Tapa plana c/agujero p/vaso 12/16/24 oz transparente PLA,042.1PLA,1358.05,1000,042.1PLAP,157.58,100,Pzas,tapa-plana-cagujero-pvaso-121624-oz-transparente-pla.jpg,TRUE
234,Tapa plana c/agujero p/vaso 16/24 oz transparente PLA,PLA,Vasos,Tapa plana c/agujero p/vaso 16/24 oz transparente PLA,045PLA,2419.65,1000,045PLAP,305.67,100,Pzas,tapa-plana-cagujero-pvaso-1624-oz-transparente-pla.jpg,TRUE
235,Tapa plana c/agujero p/vaso 9/12 oz transparente PLA,PLA,Vasos,Tapa plana c/agujero p/vaso 9/12 oz transparente PLA,042.0PLA,2061.02,1000,042.0PLAP,260.66,100,Pzas,tapa-plana-cagujero-pvaso-912-oz-transparente-pla.jpg,TRUE
236,Tapa plana c/agujero p/vaso 9/12/20 oz transparente PLA,PLA,Vasos,Tapa plana c/agujero p/vaso 9/12/20 oz transparente PLA,052PLA,2444.09,1000,052PLAP,282.18,100,Pzas,tapa-plana-cagujero-pvaso-91220-oz-transparente-pla.jpg,TRUE
237,Tapa plana c/agujero vaso 32 oz transparente PLA,PLA,Vasos,Tapa plana c/agujero vaso 32 oz transparente PLA,049PLA,2281.64,1000,049PLAP,263.43,100,Pzas,tapa-plana-cagujero-vaso-32-oz-transparente-pla.jpg,TRUE
238,Tapa plana cerrada p/vaso 16/24 oz transparente PLA,PLA,Vasos,Tapa plana cerrada p/vaso 16/24 oz transparente PLA,044PLA,1444.09,1000,044PLAP,166.73,100,Pzas,tapa-plana-cerrada-pvaso-1624-oz-transparente-pla.jpg,TRUE
239,Tapa plana cerrada p/vaso 32 oz transparente PLA,PLA,Vasos,Tapa plana cerrada p/vaso 32 oz transparente PLA,048PLA,2281.64,1000,048PLAP,263.43,100,Pzas,tapa-plana-cerrada-pvaso-32-oz-transparente-pla.jpg,TRUE
240,Tapa plana cerrada p/vaso 9/12 oz transparente PLA,PLA,Vasos,Tapa plana cerrada p/vaso 9/12 oz transparente PLA,041.0PLA,2061.02,1000,,,,Pzas,tapa-plana-cerrada-pvaso-912-oz-transparente-pla.jpg,TRUE
241,Tapa plana cerrada p/vaso 9/12 oz transparente PLA,PLA,Vasos,Tapa plana cerrada p/vaso 9/12 oz transparente PLA,,,,041PLAP,260.66,100,Pzas,tapa-plana-cerrada-pvaso-912-oz-transparente-pla.jpg,TRUE
242,Tapa sip bebida fria 12/16/20 oz transparente PLA,PLA,Tapas,Tapa sip bebida fria 12/16/20 oz transparente PLA,047.1PLA,1561.12,1000,047.1PLAP,151.85,100,Pzas,tapa-sip-bebida-fria-121620-oz-transparente-pla.jpg,TRUE
243,Tapa sip bebida fria 16/24 oz transparente PLA,PLA,Tapas,Tapa sip bebida fria 16/24 oz transparente PLA,047.0PLA,1881.13,1000,047.0PLAP,225.74,100,Pzas,tapa-sip-bebida-fria-1624-oz-transparente-pla.jpg,TRUE
244,Vaso 12 oz bebida fria c/leyenda transparente PLA,PLA,Vasos,Vaso 12 oz bebida fria c/leyenda transparente PLA,050PLA,3883.72,1000,050PLAP,224.20,50,Pzas,vaso-12-oz-bebida-fria-cleyenda-transparente-pla.jpg,TRUE
245,Vaso 12 oz bebida fria transparente PLA,PLA,Vasos,Vaso 12 oz bebida fria transparente PLA,035.1PLA,3992.06,1000,035.1PLAP,237.26,50,Pzas,vaso-12-oz-bebida-fria-transparente-pla.jpg,TRUE
246,Vaso 12/14 oz bebida fria transparente PLA,PLA,Vasos,Vaso 12/14 oz bebida fria transparente PLA,035.0PLA,3887.02,1000,035.0PLAP,217.00,50,Pzas,vaso-1214-oz-bebida-fria-transparente-pla.jpg,TRUE
247,Vaso 16 oz bebida fria c/leyenda transparente PLA,PLA,Vasos,Vaso 16 oz bebida fria c/leyenda transparente PLA,051PLA,4507.09,1000,051PLAP,260.18,50,Pzas,vaso-16-oz-bebida-fria-cleyenda-transparente-pla.jpg,TRUE
248,Vaso 16 oz bebida fria transparente PLA,PLA,Vasos,Vaso 16 oz bebida fria transparente PLA,036.1PLA,4660.25,1000,036.1PLAP,276.98,50,Pzas,vaso-16-oz-bebida-fria-transparente-pla.jpg,TRUE
249,Vaso 16/18 oz bebida fria transparente PLA,PLA,Vasos,Vaso 16/18 oz bebida fria transparente PLA,036.0PLA,4263.19,1000,036.0PLAP,253.13,50,Pzas,vaso-1618-oz-bebida-fria-transparente-pla.jpg,TRUE
250,Vaso 20 oz bebida fria transparente PLA,PLA,Vasos,Vaso 20 oz bebida fria transparente PLA,037PLA,5319.56,1000,037PLAP,307.08,50,Pzas,vaso-20-oz-bebida-fria-transparente-pla.jpg,TRUE
251,Vaso 24 oz bebida fria transparente PLA,PLA,Vasos,Vaso 24 oz bebida fria transparente PLA,038PLA,4568.25,600,038PLAP,437.76,50,Pzas,vaso-24-oz-bebida-fria-transparente-pla.jpg,TRUE
252,Vaso 32 oz bebida fria transparente PLA,PLA,Vasos,Vaso 32 oz bebida fria transparente PLA,039PLA,3176.91,300,039PLAP,586.86,50,Pzas,vaso-32-oz-bebida-fria-transparente-pla.jpg,TRUE
253,Vaso 32 oz bebida fria transparente PLA,PLA,Vasos,Vaso 32 oz bebida fria transparente PLA,039.0PLA,3306.61,500,039.0PLAP,396.17,50,Pzas,vaso-32-oz-bebida-fria-transparente-pla.jpg,TRUE
254,Vaso 9 oz bebida fria transparente PLA,PLA,Vasos,Vaso 9 oz bebida fria transparente PLA,034PLA,3496.88,1000,034PLAP,201.87,50,Pzas,vaso-9-oz-bebida-fria-transparente-pla.jpg,TRUE
255,Impresion 1 tinta Fajilla Carton Bio por pza,Papel Kraft,Empaque Complementario,Impresion 1 tinta Fajilla Carton Bio por pza,,,,003.4IMP,0.79,,Pzas,impresion-1-tinta-fajilla-carton-bio-por-pza.jpg,TRUE
